top_contributions,original_top_values,predicted_top_values,loss,label
"{""Fwd Seg Size Min"": {""Dst Port"": -7.050855162173103e-06, ""Protocol"": -9.295987462924254e-06, ""Flow Duration"": 5.623050772938543e-07, ""Reconstruction Error"": 0.16630809612008018}, ""Protocol"": {""Dst Port"": -7.169605199443021e-06, ""Protocol"": -5.715321699597486e-06, ""Flow Duration"": -3.5665719968997217e-06, ""Reconstruction Error"": 0.11040600821225822}, ""Init Bwd Win Byts"": {""Bwd IAT Min"": 4.392634637491406e-05, ""Dst Port"": 5.538361246570118e-06, ""Protocol"": 7.6185090240843625e-06, ""Reconstruction Error"": 0.01594432643147159}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 5.255544522491159e-06}","{""Fwd Seg Size Min"": 19.991493, ""Protocol"": 6.0015993, ""Init Bwd Win Byts"": 8275.286}",0.0003393159802615,SQL Injection
"{""Fwd Seg Size Min"": {""FIN Flag Cnt"": 0.0014672358201537608, ""Bwd Pkt Len Std"": 0.000164514952976176, ""Pkt Len Max"": 0.00014168916047126688, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Bwd IAT Tot"": 0.0006909574285388712, ""Bwd IAT Std"": 0.0003414978541044342, ""Bwd IAT Mean"": 0.00020103517934590143, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Dst Port"": -8.944731440288489e-06, ""Protocol"": -8.028894701720133e-06, ""Flow Duration"": -8.506783452141959e-06, ""Reconstruction Error"": 0.027419712249978922}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.0041656494140625}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10852.044}",0.000739272792293,SQL Injection
"{""Fwd Seg Size Min"": {""Dst Port"": 8.305770937072892e-06, ""Protocol"": -5.555651258489686e-06, ""Flow Duration"": -9.304305707354534e-07, ""Reconstruction Error"": 0.16630809612008018}, ""Protocol"": {""Dst Port"": 8.155435197320603e-06, ""Protocol"": -8.66050100652802e-06, ""Flow Duration"": -4.352983356966462e-06, ""Reconstruction Error"": 0.11040600821225822}, ""Init Bwd Win Byts"": {""Init Bwd Win Byts"": 0.002137156957847154, ""Dst Port"": 0.0002564440415072089, ""Protocol"": -7.833334209589451e-07, ""Reconstruction Error"": 0.01594432643147159}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": -2.4659773873333193e-06}","{""Fwd Seg Size Min"": 19.991493, ""Protocol"": 6.0015993, ""Init Bwd Win Byts"": 8275.286}",0.0003437041499341,SQL Injection
"{""Fwd Seg Size Min"": {""Dst Port"": -4.7112897637013665e-06, ""Protocol"": 1.3048703764917728e-06, ""Flow Duration"": 7.548504954529014e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""RST Flag Cnt"": 0.010657104897887328, ""ECE Flag Cnt"": 0.010652221457008905, ""Init Bwd Win Byts"": 0.004065615572564377, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""PSH Flag Cnt"": 0.002382274027442365, ""Fwd Seg Size Min"": 0.0015690174151478259, ""Init Fwd Win Byts"": 0.00018311175415311465, ""Reconstruction Error"": 0.027419163626597118}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.935}",0.0004443584427525,SQL Injection
"{""Fwd Seg Size Min"": {""RST Flag Cnt"": 0.0007419690236777354, ""ECE Flag Cnt"": 0.0007296239879341915, ""Dst Port"": 8.467878118631811e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Bwd Pkt Len Min"": 0.00024026048968198217, ""Dst Port"": -3.656112452330755e-06, ""Flow Duration"": -4.569544167089537e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Init Bwd Win Byts"": 0.004539542977799244, ""Bwd Pkts/s"": 0.0004453878094415056, ""Flow Pkts/s"": 0.00030214833911057764, ""Reconstruction Error"": 0.027419163626597118}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.935}",0.0004453724939206,SQL Injection
"{""Fwd Seg Size Min"": {""ACK Flag Cnt"": 0.001095248544695282, ""Bwd IAT Tot"": 0.0004056893849301423, ""Bwd Pkts/s"": 0.00020584723148725642, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""PSH Flag Cnt"": 0.0053941876360632905, ""Init Bwd Win Byts"": 0.005018236119627001, ""Fwd Seg Size Min"": 0.0036430845421585945, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Dst Port"": 3.2273124761385004e-06, ""Protocol"": 9.30407464301476e-06, ""Flow Duration"": -8.813993585816213e-06, ""Reconstruction Error"": 0.02741916354948951}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.0033721923828125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.935}",0.0004461826875827,SQL Injection
"{""Fwd Seg Size Min"": {""Dst Port"": 3.691792649629092e-07, ""Protocol"": 1.947922953880799e-06, ""Flow Duration"": 3.793786413360157e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Dst Port"": 5.671577436659893e-07, ""Protocol"": -8.347792083008698e-06, ""Flow Duration"": -8.014756006794678e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Dst Port"": 8.394498166392789e-06, ""Protocol"": -6.029160507890097e-06, ""Flow Duration"": -9.976053928371946e-06, ""Reconstruction Error"": 0.02741918328904092}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.0033721923828125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.938}",0.0004468675958386,SQL Injection
"{""Fwd Seg Size Min"": {""Dst Port"": -9.962728962027374e-06, ""Protocol"": 1.5345457462884147e-06, ""Flow Duration"": -8.256752773554773e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Init Bwd Win Byts"": 0.0052109436730590885, ""FIN Flag Cnt"": 0.0031062738726866505, ""PSH Flag Cnt"": 0.0029449079539645984, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Dst Port"": 5.3425910703985225e-06, ""Protocol"": -7.874200761923336e-06, ""Flow Duration"": -7.444433753388995e-06, ""Reconstruction Error"": 0.027419958072046387}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.0033721923828125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10852.092}",0.0007177084380496,SQL Injection
"{""Fwd Seg Size Min"": {""Dst Port"": -9.87216814846443e-06, ""Protocol"": 1.7969803046475764e-06, ""Flow Duration"": 9.435837224436085e-06, ""Reconstruction Error"": 0.16630809612008018}, ""Protocol"": {""Active Max"": 5.2784917788976926e-05, ""Dst Port"": 2.207266449832704e-06, ""Protocol"": -5.6897224025588855e-06, ""Reconstruction Error"": 0.11040600821225822}, ""Init Bwd Win Byts"": {""Pkt Len Min"": 0.00013032538651488201, ""Dst Port"": -1.5239539713264399e-06, ""Protocol"": 4.717343576019015e-06, ""Reconstruction Error"": 0.01594432643147159}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 1.8696715779870094e-06}","{""Fwd Seg Size Min"": 19.991493, ""Protocol"": 6.0015993, ""Init Bwd Win Byts"": 8275.286}",0.0003275274146608,SQL Injection
"{""Fwd Seg Size Min"": {""Dst Port"": -3.446457409597369e-06, ""Protocol"": -2.5938340386970425e-06, ""Flow Duration"": -5.828177113085633e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Init Bwd Win Byts"": 0.004448629680459608, ""FIN Flag Cnt"": 0.002860897687684249, ""Dst Port"": 2.509843697514662e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""ECE Flag Cnt"": 0.0026543127522601164, ""RST Flag Cnt"": 0.0026139944278740254, ""Dst Port"": -5.7970465655688055e-06, ""Reconstruction Error"": 0.027419237495736222}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.0033874511718750004}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.949}",0.0004507503095423,SQL Injection
"{""Fwd Seg Size Min"": {""PSH Flag Cnt"": 0.00022027700280902174, ""Dst Port"": 5.576201828166887e-06, ""Protocol"": -8.558918059450062e-06, ""Reconstruction Error"": 0.16215097945364182}, ""Protocol"": {""Dst Port"": -1.1629531547652246e-06, ""Flow Duration"": -3.6089553007555785e-06, ""Tot Fwd Pkts"": -8.825578291388523e-06, ""Reconstruction Error"": 0.1103787383101754}, ""Init Fwd Win Byts"": {""PSH Flag Cnt"": 0.00013480373623255638, ""Dst Port"": 9.419685276870239e-05, ""Protocol"": -9.148746962134496e-06, ""Reconstruction Error"": 0.015640743082198066}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995295, ""Protocol"": 6.000901, ""Init Fwd Win Byts"": 8196.536}",0.0022816688505741,DoS attacks-GoldenEye
"{""Fwd Seg Size Min"": {""Dst Port"": 9.94796605788731e-06, ""Protocol"": 3.9733467466420456e-06, ""Flow Duration"": -1.941405807448198e-06, ""Reconstruction Error"": 0.16215097945364182}, ""Protocol"": {""PSH Flag Cnt"": 0.0005193673835926888, ""Dst Port"": 7.131541404953156e-06, ""Protocol"": 6.581221285418071e-06, ""Reconstruction Error"": 0.1103787383101754}, ""Init Fwd Win Byts"": {""Dst Port"": -2.098091564102495e-06, ""Protocol"": 1.0606109163806446e-06, ""Flow Duration"": 3.6876456534655966e-06, ""Reconstruction Error"": 0.015640743082198066}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995295, ""Protocol"": 6.000901, ""Init Fwd Win Byts"": 8196.536}",0.0022848018011387,DoS attacks-GoldenEye
"{""Fwd Seg Size Min"": {""Init Fwd Win Byts"": 0.00014812319289844017, ""Dst Port"": 8.266313248077014e-06, ""Protocol"": 4.638325631128801e-06, ""Reconstruction Error"": 0.16215097945364182}, ""Protocol"": {""Dst Port"": 8.986395636823193e-05, ""Protocol"": -5.263014375006221e-06, ""Flow Duration"": -4.833682390311077e-06, ""Reconstruction Error"": 0.1103787383101754}, ""Init Fwd Win Byts"": {""Bwd Pkts/s"": 0.00028551206280866064, ""Flow Pkts/s"": 0.00018300642610803434, ""Dst Port"": -6.517096471730423e-06, ""Reconstruction Error"": 0.015640743082198066}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995295, ""Protocol"": 6.000901, ""Init Fwd Win Byts"": 8196.536}",0.0022826646296978,DoS attacks-GoldenEye
"{""Fwd Seg Size Min"": {""Dst Port"": -6.847413951729567e-06, ""Protocol"": 1.0205177411785648e-06, ""Flow Duration"": -4.911066198368548e-06, ""Reconstruction Error"": 0.16215097945364182}, ""Protocol"": {""URG Flag Cnt"": 0.0008450074102759056, ""FIN Flag Cnt"": 0.00036244723258332777, ""Dst Port"": 9.447397353886705e-05, ""Reconstruction Error"": 0.1103787383101754}, ""Init Fwd Win Byts"": {""Dst Port"": 1.3420947463043574e-06, ""Protocol"": 7.3426351478195615e-06, ""Flow Duration"": 5.8458077896479414e-06, ""Reconstruction Error"": 0.015640743082198066}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995295, ""Protocol"": 6.000901, ""Init Fwd Win Byts"": 8196.536}",0.0022815925846185,DoS attacks-GoldenEye
"{""Fwd Seg Size Min"": {""Bwd IAT Tot"": 0.00018947138422485688, ""Init Fwd Win Byts"": 4.9598405872000595e-05, ""Dst Port"": 6.048344789891263e-06, ""Reconstruction Error"": 0.16215097945364182}, ""Protocol"": {""Dst Port"": -2.582789671374821e-06, ""Flow Duration"": 4.74247253123689e-06, ""Tot Fwd Pkts"": -8.269197001329403e-06, ""Reconstruction Error"": 0.1103787383101754}, ""Init Fwd Win Byts"": {""Init Bwd Win Byts"": 0.00037652963131961856, ""Dst Port"": -8.769421280064397e-06, ""Protocol"": -4.825468584199946e-07, ""Reconstruction Error"": 0.015640743082198066}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995295, ""Protocol"": 6.000901, ""Init Fwd Win Byts"": 8196.536}",0.0022816241004913,DoS attacks-GoldenEye
"{""Fwd Seg Size Min"": {""Dst Port"": 3.6029441453239674e-06, ""Protocol"": -1.1872590851595515e-06, ""Flow Duration"": 9.606435475917975e-06, ""Reconstruction Error"": 0.16215097945364182}, ""Protocol"": {""Init Bwd Win Byts"": 0.00040873759702968887, ""Dst Port"": 9.9928769477328e-07, ""Protocol"": -6.649411760517103e-06, ""Reconstruction Error"": 0.1103787383101754}, ""Init Fwd Win Byts"": {""Bwd Pkts/s"": 0.00027505168138634183, ""Flow Pkts/s"": 0.00019783658120883712, ""Dst Port"": 6.950453329504789e-06, ""Reconstruction Error"": 0.015640743082198066}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995295, ""Protocol"": 6.000901, ""Init Fwd Win Byts"": 8196.536}",0.0022817234240847,DoS attacks-GoldenEye
"{""Fwd Seg Size Min"": {""Dst Port"": 1.314833751314683e-07, ""Protocol"": 7.474100810277688e-07, ""Flow Duration"": -6.739389175247217e-06, ""Reconstruction Error"": 0.16215097945364182}, ""Protocol"": {""Dst Port"": -2.5194617988655227e-06, ""Protocol"": -8.052658759515274e-07, ""Flow Duration"": 5.373884112267851e-07, ""Reconstruction Error"": 0.1103787383101754}, ""Init Fwd Win Byts"": {""Dst Port"": 4.967796435546578e-06, ""Flow Duration"": 7.877167852773766e-07, ""Tot Fwd Pkts"": -4.751935792600918e-06, ""Reconstruction Error"": 0.015640743082198066}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995295, ""Protocol"": 6.000901, ""Init Fwd Win Byts"": 8196.536}",0.0022816865689348,DoS attacks-GoldenEye
"{""Fwd Seg Size Min"": {""PSH Flag Cnt"": 0.0001286347491493858, ""Dst Port"": 9.810030865643531e-06, ""Protocol"": -4.59266153515805e-06, ""Reconstruction Error"": 0.16215097945364182}, ""Protocol"": {""Init Fwd Win Byts"": 0.0001538370760528866, ""Active Max"": 0.00013838894349803575, ""Active Mean"": 0.0001350516227707462, ""Reconstruction Error"": 0.1103787383101754}, ""Init Fwd Win Byts"": {""Dst Port"": -5.3939568568403004e-06, ""Protocol"": -1.3845192850725674e-06, ""Flow Duration"": 2.7545095329378233e-06, ""Reconstruction Error"": 0.015640743082198066}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995295, ""Protocol"": 6.000901, ""Init Fwd Win Byts"": 8196.536}",0.0022826150108821,DoS attacks-GoldenEye
"{""Fwd Seg Size Min"": {""Bwd IAT Max"": 8.671632992435932e-05, ""Dst Port"": 3.850408619509151e-06, ""Protocol"": -9.114973223380987e-06, ""Reconstruction Error"": 0.16215097945364182}, ""Protocol"": {""Dst Port"": 5.42436896631709e-06, ""Protocol"": -8.199400383810755e-06, ""Flow Duration"": -2.5647648033971436e-06, ""Reconstruction Error"": 0.1103787383101754}, ""Init Fwd Win Byts"": {""PSH Flag Cnt"": 0.00020798735112730925, ""Dst Port"": -3.4925891803295246e-06, ""Protocol"": 9.15585942786074e-06, ""Reconstruction Error"": 0.015640743082198066}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995295, ""Protocol"": 6.000901, ""Init Fwd Win Byts"": 8196.536}",0.0022849165004867,DoS attacks-GoldenEye
"{""Fwd Seg Size Min"": {""Init Fwd Win Byts"": 8.567519168696525e-05, ""Bwd Pkt Len Std"": 1.3781382054052493e-05, ""Bwd Pkt Len Max"": 1.1041630528268315e-05, ""Reconstruction Error"": 0.16215097945364182}, ""Protocol"": {""Dst Port"": -5.818755153845036e-06, ""Protocol"": -1.5097516421246993e-07, ""Flow Duration"": 3.6168117917464295e-06, ""Reconstruction Error"": 0.1103787383101754}, ""Init Fwd Win Byts"": {""URG Flag Cnt"": 0.0005961282875385558, ""Dst Port"": -3.4842355535183326e-06, ""Protocol"": -1.2939723180027458e-06, ""Reconstruction Error"": 0.015640743082198066}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995295, ""Protocol"": 6.000901, ""Init Fwd Win Byts"": 8196.536}",0.0022815929655902,DoS attacks-GoldenEye
"{""Fwd Seg Size Min"": {""Dst Port"": -5.314169979729018e-06, ""Flow Duration"": -2.0816231442108915e-06, ""Tot Fwd Pkts"": 5.326782829443393e-06, ""Reconstruction Error"": 0.16215100345522604}, ""Protocol"": {""Dst Port"": 4.443601414269744e-06, ""Protocol"": -2.092637401702485e-06, ""Flow Duration"": 3.8808842122955276e-06, ""Reconstruction Error"": 0.1103787383101754}, ""Init Fwd Win Byts"": {""Dst Port"": -5.634670571429345e-06, ""Protocol"": 3.8045798262067547e-06, ""Flow Duration"": 7.741107921006596e-06, ""Reconstruction Error"": 0.015640743082198066}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995296, ""Protocol"": 6.000901, ""Init Fwd Win Byts"": 8196.536}",0.0022847935827289,DoS attacks-GoldenEye
"{""Fwd Seg Size Min"": {""Bwd Pkts/s"": 0.00020292675740381, ""Flow Pkts/s"": 0.00015414986362400704, ""Dst Port"": 2.4469810156375705e-06, ""Reconstruction Error"": 0.16215097945364182}, ""Protocol"": {""Dst Port"": -2.62729204742491e-06, ""Protocol"": -9.331835054650442e-06, ""Flow Duration"": 7.956135572130063e-06, ""Reconstruction Error"": 0.1103787383101754}, ""Init Fwd Win Byts"": {""Dst Port"": -9.63315522860502e-06, ""Protocol"": 8.36194385875709e-06, ""Flow Duration"": -3.993016788872624e-06, ""Reconstruction Error"": 0.015640743082198066}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995295, ""Protocol"": 6.000901, ""Init Fwd Win Byts"": 8196.536}",0.002281670217964,DoS attacks-GoldenEye
"{""Fwd Seg Size Min"": {""Dst Port"": 7.530994951247072e-06, ""Protocol"": 6.030643677458508e-06, ""Flow Duration"": -3.0957378398453535e-07, ""Reconstruction Error"": 0.16215097945364182}, ""Protocol"": {""Init Bwd Win Byts"": 0.0007337474329123828, ""Dst Port"": -6.774007928268976e-06, ""Protocol"": -4.709006592504952e-06, ""Reconstruction Error"": 0.1103787383101754}, ""Init Fwd Win Byts"": {""Init Bwd Win Byts"": 0.0003593474288939396, ""Dst Port"": 7.532397391208062e-06, ""Protocol"": -1.6920994723516083e-06, ""Reconstruction Error"": 0.015640743082198066}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995295, ""Protocol"": 6.000901, ""Init Fwd Win Byts"": 8196.536}",0.0022816625018014,DoS attacks-GoldenEye
"{""Fwd Seg Size Min"": {""Dst Port"": 7.81224752434192e-06, ""Protocol"": -9.311855391539542e-06, ""Flow Duration"": -7.1062471409866775e-06, ""Reconstruction Error"": 0.16215097945364182}, ""Protocol"": {""Dst Port"": 0.00014008735779549443, ""Init Fwd Win Byts"": 0.00013554118500807481, ""Active Max"": 0.0001227407369752703, ""Reconstruction Error"": 0.1103787383101754}, ""Init Fwd Win Byts"": {""Dst Port"": 4.748967725276702e-06, ""Protocol"": 8.058457626440985e-06, ""Flow Duration"": 6.25044098674333e-06, ""Reconstruction Error"": 0.015640743082198066}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995295, ""Protocol"": 6.000901, ""Init Fwd Win Byts"": 8196.536}",0.0022818704395573,DoS attacks-GoldenEye
"{""Fwd Seg Size Min"": {""Init Fwd Win Byts"": 0.00012112806976474766, ""Bwd Pkt Len Std"": 2.5014842813499873e-05, ""Bwd Pkt Len Max"": 1.7885850872970415e-05, ""Reconstruction Error"": 0.16215097945364182}, ""Protocol"": {""PSH Flag Cnt"": 0.00022474889229617823, ""Init Fwd Win Byts"": 0.00018563899678899077, ""Active Max"": 0.00015123223421593834, ""Reconstruction Error"": 0.1103787383101754}, ""Init Fwd Win Byts"": {""Dst Port"": 3.1385485901378215e-06, ""Protocol"": -5.028139190951497e-06, ""Flow Duration"": -3.3622779005512286e-06, ""Reconstruction Error"": 0.015640743082198066}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995295, ""Protocol"": 6.000901, ""Init Fwd Win Byts"": 8196.536}",0.0022818924339908,DoS attacks-GoldenEye
"{""Fwd Seg Size Min"": {""Dst Port"": -7.687702725931572e-06, ""Protocol"": 1.1650153398924088e-06, ""Flow Duration"": -5.41706856839711e-06, ""Reconstruction Error"": 0.16215097945364182}, ""Protocol"": {""Dst Port"": -4.797570379921305e-06, ""Protocol"": -7.5216726342316e-06, ""Flow Duration"": 4.661407271360398e-06, ""Reconstruction Error"": 0.1103787383101754}, ""Init Fwd Win Byts"": {""PSH Flag Cnt"": 0.00027075281107377566, ""Init Fwd Win Byts"": 9.691001983567335e-05, ""Dst Port"": 2.0263173114156075e-06, ""Reconstruction Error"": 0.015640743082198066}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995295, ""Protocol"": 6.000901, ""Init Fwd Win Byts"": 8196.536}",0.0022816713382912,DoS attacks-GoldenEye
"{""Fwd Seg Size Min"": {""Dst Port"": -5.514784034699674e-06, ""Protocol"": 2.055384376102489e-06, ""Flow Duration"": 6.7028921805831956e-06, ""Reconstruction Error"": 0.16215097945364182}, ""Protocol"": {""Dst Port"": 9.706069519755175e-06, ""Protocol"": 5.13294747536078e-06, ""Flow Duration"": -1.5614524465710665e-06, ""Reconstruction Error"": 0.1103787383101754}, ""Init Fwd Win Byts"": {""Bwd Pkts/s"": 0.0001856276864386053, ""Flow Pkts/s"": 0.00014144863345980476, ""Dst Port"": 4.828111946191419e-06, ""Reconstruction Error"": 0.015640743082198066}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995295, ""Protocol"": 6.000901, ""Init Fwd Win Byts"": 8196.536}",0.0022854045448317,DoS attacks-GoldenEye
"{""Fwd Seg Size Min"": {""Dst Port"": -8.085181483096752e-06, ""Protocol"": -4.03553624257013e-06, ""Flow Duration"": -8.787384732391308e-06, ""Reconstruction Error"": 0.16215097945364182}, ""Protocol"": {""Bwd Pkts/s"": 0.00022001192533706152, ""Flow Pkts/s"": 0.00016614251232979692, ""Dst Port"": -1.4204995040681526e-06, ""Reconstruction Error"": 0.1103787383101754}, ""Init Fwd Win Byts"": {""Dst Port"": 2.9904161066481377e-06, ""Protocol"": -4.352600743947942e-06, ""Flow Duration"": -8.951053054054435e-06, ""Reconstruction Error"": 0.015640743082198066}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995295, ""Protocol"": 6.000901, ""Init Fwd Win Byts"": 8196.536}",0.0022816550315996,DoS attacks-GoldenEye
"{""Fwd Seg Size Min"": {""Protocol"": 0.0012040168689814446, ""Bwd IAT Max"": 7.640096578113206e-05, ""Dst Port"": 2.0569370845254904e-06, ""Reconstruction Error"": 0.16215097945364182}, ""Protocol"": {""ECE Flag Cnt"": 0.0012153674990237906, ""RST Flag Cnt"": 0.00120911569542409, ""Init Bwd Win Byts"": 0.0006954886117422852, ""Reconstruction Error"": 0.1103787383101754}, ""Init Fwd Win Byts"": {""Init Bwd Win Byts"": 0.0005917323515632752, ""Dst Port"": -6.952323930002833e-06, ""Protocol"": -3.7507729766593274e-06, ""Reconstruction Error"": 0.015640743082198066}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995295, ""Protocol"": 6.000901, ""Init Fwd Win Byts"": 8196.536}",0.0022820449488931,DoS attacks-GoldenEye
"{""Fwd Seg Size Min"": {""PSH Flag Cnt"": 0.00024808619462612924, ""Dst Port"": 1.6511117231557816e-07, ""Protocol"": 9.011777935128834e-06, ""Reconstruction Error"": 0.16215097945364182}, ""Protocol"": {""Fwd Seg Size Min"": 0.000915835405297466, ""PSH Flag Cnt"": 0.00042298819456696227, ""Dst Port"": 3.7570730484653786e-06, ""Reconstruction Error"": 0.1103787383101754}, ""Init Fwd Win Byts"": {""Dst Port"": -9.637574560287456e-06, ""Protocol"": -8.547421905078177e-06, ""Flow Duration"": 1.0377141564915713e-06, ""Reconstruction Error"": 0.015640743082198066}}","{""Fwd Seg Size Min"": 0.6666666666666667, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995295, ""Protocol"": 6.000901, ""Init Fwd Win Byts"": 8196.536}",0.002281684282533,DoS attacks-GoldenEye
